section,table_name,column_name,data_type,related_table,related_column,relationship_type,trigger_name,trigger_event,trigger_action
TABLE_COLUMN,admin_referrals_with_users,last_earning_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_referrals_with_users,total_earnings,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_referrals_with_users,level,integer,null,null,null,null,null,null
TABLE_COLUMN,admin_referrals_with_users,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_referrals_with_users,referred_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,user_phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,spin_date,date,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,prize_value,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,user_email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,prize_won,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_spin_attempts_with_users,user_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,user_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,install_duration,integer,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,completion_date,date,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,earnings,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,app_id,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,app_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,user_email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_task_completions_with_users,user_phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,type,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,fee,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,net_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,payment_method,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,external_reference,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,description,text,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,processed_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,admin_notes,text,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,user_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,user_phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_transactions_with_users,user_email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,restrictions,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,category_updated_at,timestamp without time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,balance_percentage,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,level_investment,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,user_category,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,real_balance,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_real_balance,email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,total_withdrawals,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,current_level,integer,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,level_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,is_active,boolean,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,income_wallet,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,main_wallet,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,wealth_fund_balance,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,total_earnings,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,tasks_completed_today,integer,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,joined_date,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,last_login,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_user_summary,total_referrals,bigint,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,admin_notes,text,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,user_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,user_phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,net_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,fee,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,user_email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,withdrawal_account_type,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,withdrawal_account_details,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,payment_details,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,transaction_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,requested_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,processed_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,user_category,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,real_balance,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,user_phone,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,user_email,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,user_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,external_reference,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,transaction_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,rejection_reason,text,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,admin_notes,text,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,payment_details,jsonb,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,payment_method,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,processed_by,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,processed_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,net_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,fee,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,real_balance_status,text,null,null,null,null,null,null
TABLE_COLUMN,admin_withdrawal_requests_with_balance,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_investment_returns,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_deposits,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_withdrawals,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,active_task_users,integer,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_task_earnings,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_referral_earnings,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_spin_wins,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_gift_code_credits,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_investment_volume,numeric,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,stat_date,date,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,new_users,integer,null,null,null,null,null,null
TABLE_COLUMN,daily_statistics,total_users,integer,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,fee,numeric,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,net_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,payment_method,character varying,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,external_reference,character varying,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,description,text,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,processed_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,admin_notes,text,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,earnings_eligible_transactions,type,character varying,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,main_wallet_reward,numeric,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,income_wallet_reward,numeric,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,redeemed_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,gift_code_redemptions,gift_code_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,max_uses,integer,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,current_uses,integer,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,expires_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,description,text,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,created_by,character varying,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,income_wallet_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,reward_type,character varying,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,code,character varying,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,main_wallet_amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,gift_codes,is_active,boolean,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,description,text,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,min_amount,integer,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,days,integer,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,rate,numeric,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,name,character varying,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,id,integer,null,null,null,null,null,null
TABLE_COLUMN,investment_banks,color,character varying,null,null,null,null,null,null
TABLE_COLUMN,investments,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,investments,bank_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,investments,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments,daily_rate,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments,current_value,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,investments,duration_days,integer,null,null,null,null,null,null
TABLE_COLUMN,investments,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,investments,withdrawn_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,investments,maturity_date,date,null,null,null,null,null,null
TABLE_COLUMN,investments,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,investments,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,duration_days,integer,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,user_id,uuid,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,current_value,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,maturity_date,date,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,withdrawn_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,metadata,jsonb,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,derived_status,character varying,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,daily_rate,numeric,null,null,null,null,null,null
TABLE_COLUMN,investments_with_status,bank_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,code,character varying,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,paybill_number,character varying,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,is_active,boolean,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,kenyan_banks,name,character varying,null,null,null,null,null,null
TABLE_COLUMN,levels,description,text,null,null,null,null,null,null
TABLE_COLUMN,levels,id,integer,null,null,null,null,null,null
TABLE_COLUMN,levels,name,character varying,null,null,null,null,null,null
TABLE_COLUMN,levels,cost,numeric,null,null,null,null,null,null
TABLE_COLUMN,levels,daily_rate,numeric,null,null,null,null,null,null
TABLE_COLUMN,levels,tasks_required,integer,null,null,null,null,null,null
TABLE_COLUMN,levels,earnings_per_task,numeric,null,null,null,null,null,null
TABLE_COLUMN,levels,is_locked,boolean,null,null,null,null,null,null
TABLE_COLUMN,levels,icon,character varying,null,null,null,null,null,null
TABLE_COLUMN,levels,color,character varying,null,null,null,null,null,null
TABLE_COLUMN,levels,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,alert_thresholds,jsonb,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,monitoring_rules,jsonb,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,status,character varying,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,bot_type,character varying,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,bot_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,monitoring_bots,last_run,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,notifications,background_color,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,priority,integer,null,null,null,null,null,null
TABLE_COLUMN,notifications,show_for_days,integer,null,null,null,null,null,null
TABLE_COLUMN,notifications,button_2,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,has_image,boolean,null,null,null,null,null,null
TABLE_COLUMN,notifications,show_once,boolean,null,null,null,null,null,null
TABLE_COLUMN,notifications,apply_to_levels,ARRAY,null,null,null,null,null,null
TABLE_COLUMN,notifications,status,boolean,null,null,null,null,null,null
TABLE_COLUMN,notifications,poster_number,integer,null,null,null,null,null,null
TABLE_COLUMN,notifications,page_name,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,type,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,icon,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,heading,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,content,text,null,null,null,null,null,null
TABLE_COLUMN,notifications,button_1,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,id,integer,null,null,null,null,null,null
TABLE_COLUMN,notifications,link_url,text,null,null,null,null,null,null
TABLE_COLUMN,notifications,image_url,text,null,null,null,null,null,null
TABLE_COLUMN,notifications,updated_at,timestamp without time zone,null,null,null,null,null,null
TABLE_COLUMN,notifications,created_at,timestamp without time zone,null,null,null,null,null,null
TABLE_COLUMN,notifications,expires_at,timestamp without time zone,null,null,null,null,null,null
TABLE_COLUMN,notifications,show_on_startup,boolean,null,null,null,null,null,null
TABLE_COLUMN,notifications,dismissible,boolean,null,null,null,null,null,null
TABLE_COLUMN,notifications,animation,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,border_color,character varying,null,null,null,null,null,null
TABLE_COLUMN,notifications,text_color,character varying,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,callback_data,jsonb,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,external_reference,text,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,id,uuid,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,updated_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,created_at,timestamp with time zone,null,null,null,null,null,null
TABLE_COLUMN,payment_callbacks,status,text,null,null,null,null,null,null
TABLE_COLUMN,real_balance_transactions,amount,numeric,null,null,null,null,null,null
TABLE_COLUMN,real_balance_transactions,transaction_type,character varying,null,null,null,null,null,null
